Date (mm/dd/yyyy),Time (hh:mm:ss),Time Zone,Sensor Environment,Raw Water Temperature (°C),Adjusted Water Temperature (°C),Raw Specific Conductance (uS/cm),Adjusted Specific Conductance (uS/cm),Raw Salinity (ppt),Adjusted Salinity (ppt),Raw Water Level (ft),Adjusted Water Level (ft),Raw Water Elevation to Marsh (ft),Adjusted Water Elevation to Marsh (ft),Raw Water Elevation to Datum (ft),Adjusted Water Elevation to Datum (ft),Raw Marsh Mat Elevation (ft),Adjusted Marsh Mat Elevation to Datum (ft),Geoid,Raw Battery (V),Adjusted Battery (V),Raw Wind Speed (mph),Adjusted Wind Speed (mph),Raw Wind Direction (degrees),Adjusted Wind Direction (degrees),Raw Velocity (ft/sec),Adjusted Velocity (ft/sec),Raw Precipitation (tips/hour),Adjusted Precipitation (inches),Raw Air Pressure (mm of Hg),Adjusted Air Pressure (mm of Hg),Raw Total Chlorophyll (micrograms/L),Adjusted Total Chlorophyll (micrograms/L),Raw Dissolved Oxygen (milligrams/L),Adjusted Dissolved Oxygen (milligrams/L),Raw pH (pH units),Adjusted pH (pH units),Raw Turbidity (FNU),Adjusted Turbidity (FNU),Raw Discharge (cubic ft/sec),Adjusted Discharge (cubic ft/sec),Organization Name,Comments,Latitude,Longitude
7/21/2012,20:00:00,CST,Surface Water,29.32,29.32,11962.70,12511.80,6.93,7.18,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/21/2012,21:00:00,CST,Surface Water,29.15,29.15,12162.70,12721.93,7.06,7.30,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/21/2012,22:00:00,CST,Surface Water,29.00,29.00,12094.20,12651.23,7.02,7.26,1.01,0.98,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/21/2012,23:00:00,CST,Surface Water,28.80,28.80,12060.60,12617.02,7.00,7.24,1.01,0.98,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,00:00:00,CST,Surface Water,28.63,28.63,12233.70,12799.06,7.11,7.35,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,01:00:00,CST,Surface Water,28.46,28.46,12254.50,12821.78,7.12,7.37,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,02:00:00,CST,Surface Water,28.33,28.33,12400.60,12975.62,7.21,7.46,0.99,0.96,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,03:00:00,CST,Surface Water,28.25,28.25,12058.90,12619.01,6.99,7.24,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,04:00:00,CST,Surface Water,28.15,28.15,12050.50,12611.17,6.99,7.24,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,05:00:00,CST,Surface Water,28.06,28.06,12136.40,12702.01,7.04,7.29,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,06:00:00,CST,Surface Water,27.93,27.93,12067.30,12630.64,7.00,7.25,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,07:00:00,CST,Surface Water,27.91,27.91,12076.60,12641.31,7.01,7.26,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,08:00:00,CST,Surface Water,27.95,27.95,12672.20,13265.76,7.38,7.64,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,09:00:00,CST,Surface Water,28.24,28.24,12075.30,12641.84,7.01,7.26,0.97,0.94,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,10:00:00,CST,Surface Water,28.32,28.32,12080.10,12647.81,7.01,7.26,0.97,0.94,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,11:00:00,CST,Surface Water,28.49,28.49,12072.30,12640.59,7.00,7.25,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,12:00:00,CST,Surface Water,28.33,28.33,11903.20,12464.46,6.90,7.15,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,13:00:00,CST,Surface Water,28.18,28.18,11784.50,12341.08,6.82,7.07,1.02,0.99,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,14:00:00,CST,Surface Water,28.06,28.06,11610.20,12159.46,6.71,6.96,1.02,0.99,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,15:00:00,CST,Surface Water,28.04,28.04,11872.10,12434.68,6.88,7.13,1.02,0.99,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,16:00:00,CST,Surface Water,27.99,27.99,11796.00,12355.89,6.83,7.08,1.01,0.98,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,17:00:00,CST,Surface Water,27.95,27.95,11463.00,12007.98,6.62,6.87,1.01,0.98,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,18:00:00,CST,Surface Water,27.90,27.90,11371.80,11913.34,6.57,6.81,1.01,0.98,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,19:00:00,CST,Surface Water,27.80,27.80,11305.50,11844.76,6.52,6.77,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,20:00:00,CST,Surface Water,27.66,27.66,11264.80,11803.00,6.50,6.74,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,21:00:00,CST,Surface Water,27.56,27.56,11208.30,11744.68,6.46,6.71,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,22:00:00,CST,Surface Water,27.43,27.43,11098.60,11630.60,6.39,6.64,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/22/2012,23:00:00,CST,Surface Water,27.29,27.29,11027.70,11557.16,6.35,6.60,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,00:00:00,CST,Surface Water,27.18,27.18,10932.00,11457.72,6.29,6.54,1.00,0.97,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,01:00:00,CST,Surface Water,27.10,27.10,10882.20,11406.38,6.26,6.50,0.99,0.96,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,02:00:00,CST,Surface Water,27.00,27.00,10847.60,11370.96,6.24,6.48,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,03:00:00,CST,Surface Water,26.91,26.91,10829.50,11352.83,6.23,6.47,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,04:00:00,CST,Surface Water,26.81,26.81,10828.40,11352.53,6.23,6.47,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,05:00:00,CST,Surface Water,26.59,26.59,10721.70,11241.50,6.16,6.40,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,06:00:00,CST,Surface Water,26.48,26.48,10592.50,11106.87,6.08,6.32,0.99,0.96,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,07:00:00,CST,Surface Water,26.48,26.48,10504.10,11014.99,6.03,6.27,0.99,0.96,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,08:00:00,CST,Surface Water,26.81,26.81,10440.20,10948.80,5.99,6.23,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,09:00:00,CST,Surface Water,27.37,27.37,10411.20,10919.20,5.97,6.21,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,10:00:00,CST,Surface Water,28.10,28.10,10376.30,10883.41,5.95,6.19,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,11:00:00,CST,Surface Water,29.05,29.05,10327.60,10833.14,5.92,6.16,0.97,0.94,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,12:00:00,CST,Surface Water,30.17,30.17,10285.40,10789.68,5.89,6.13,0.97,0.94,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,13:00:00,CST,Surface Water,30.62,30.62,10137.00,10634.80,5.80,6.04,0.99,0.96,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,14:00:00,CST,Surface Water,31.61,31.61,10169.80,10670.00,5.82,6.06,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,15:00:00,CST,Surface Water,31.60,31.60,10066.00,10561.88,5.75,6.00,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,16:00:00,CST,Surface Water,32.08,32.08,10046.80,10542.52,5.74,5.98,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,17:00:00,CST,Surface Water,32.33,32.33,10086.30,10584.76,5.77,6.01,0.98,0.95,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,18:00:00,CST,Surface Water,32.02,32.02,10112.10,10612.63,5.78,6.03,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,19:00:00,CST,Surface Water,31.69,31.69,10118.90,10620.55,5.79,6.03,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,20:00:00,CST,Surface Water,31.38,31.38,10122.70,10625.33,5.79,6.03,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,21:00:00,CST,Surface Water,31.00,31.00,10119.40,10622.66,5.79,6.03,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,22:00:00,CST,Surface Water,30.57,30.57,10074.50,10576.32,5.76,6.00,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/23/2012,23:00:00,CST,Surface Water,30.29,30.29,10064.00,10566.08,5.75,6.00,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,00:00:00,CST,Surface Water,30.01,30.01,10047.30,10549.33,5.74,5.99,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,01:00:00,CST,Surface Water,29.66,29.66,10005.40,10506.12,5.72,5.96,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,02:00:00,CST,Surface Water,29.50,29.50,9983.60,10484.01,5.70,5.95,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,03:00:00,CST,Surface Water,29.26,29.26,9884.70,10380.93,5.64,5.89,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,04:00:00,CST,Surface Water,29.18,29.18,9852.30,10347.67,5.63,5.87,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,05:00:00,CST,Surface Water,29.07,29.07,9850.20,10346.24,5.62,5.87,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,06:00:00,CST,Surface Water,28.88,28.88,9864.30,10361.82,5.63,5.88,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,07:00:00,CST,Surface Water,28.91,28.91,9857.60,10355.55,5.63,5.87,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,08:00:00,CST,Surface Water,28.97,28.97,9855.50,10354.11,5.63,5.87,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,09:00:00,CST,Surface Water,29.15,29.15,9866.50,10366.44,5.63,5.88,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,10:00:00,CST,Surface Water,29.51,29.51,9896.60,10398.84,5.65,5.90,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,11:00:00,CST,Surface Water,30.31,30.31,9871.50,10373.24,5.64,5.88,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,12:00:00,CST,Surface Water,31.38,31.38,9794.10,10292.67,5.59,5.83,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,13:00:00,CST,Surface Water,32.03,32.03,9747.70,10244.67,5.56,5.80,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,14:00:00,CST,Surface Water,32.70,32.70,9737.40,10234.61,5.55,5.80,0.95,0.92,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,15:00:00,CST,Surface Water,33.39,33.39,9751.30,10249.98,5.56,5.81,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,16:00:00,CST,Surface Water,33.91,33.91,9749.30,10248.64,5.56,5.81,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,17:00:00,CST,Surface Water,33.97,33.97,9798.90,10301.55,5.59,5.84,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,18:00:00,CST,Surface Water,33.86,33.86,9816.90,10321.24,5.60,5.85,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,19:00:00,CST,Surface Water,33.30,33.30,9828.30,10333.99,5.61,5.86,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,20:00:00,CST,Surface Water,32.87,32.87,9756.80,10259.58,5.56,5.81,0.93,0.90,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,21:00:00,CST,Surface Water,31.95,31.95,9744.70,10247.62,5.56,5.81,0.93,0.90,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,22:00:00,CST,Surface Water,31.61,31.61,9775.70,10280.98,5.58,5.83,0.93,0.90,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/24/2012,23:00:00,CST,Surface Water,31.32,31.32,9814.10,10322.13,5.60,5.85,0.93,0.90,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/25/2012,00:00:00,CST,Surface Water,30.94,30.94,9826.40,10335.84,5.61,5.86,0.93,0.90,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/25/2012,01:00:00,CST,Surface Water,30.70,30.70,9821.10,10331.03,5.61,5.86,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/25/2012,02:00:00,CST,Surface Water,30.66,30.66,9839.60,10351.26,5.62,5.87,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/25/2012,03:00:00,CST,Surface Water,30.27,30.27,9834.90,10347.08,5.61,5.87,0.94,0.91,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
7/25/2012,04:00:00,CST,Surface Water,30.48,30.48,9842.90,10356.27,5.62,5.87,0.96,0.93,"","","","","","",GEOID99,12.00,12.00,"","","","","","","","","","","","","","","","","","","","",COASTAL ESTUARY SERVICES LLC,Adjusted water elevation to datum and water elevation to marsh deleted because site not surveyed.,29.86301463,-93.14296967
