Station,Lat,Long,Maxlevel,Maxdate,Minlevel,Mindate,Raw,Proc,Plot,Basin,Basin1
CRMS0545-H01,29.712189638,-91.601501099,9.25,2019-07-13 23:00:00,-2.698,2009-04-07 17:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0545-H01/CRMS0545-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0545-H01/CRMS0545-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0547-H01,29.8385935524,-91.7021741768,4.654,2008-09-14 01:00:00,-2.186,2007-12-13 21:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0547-H01/CRMS0547-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0547-H01/CRMS0547-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0549-H01,29.8319820591,-91.8568881851,7.265,2008-09-13 00:00:00,-0.575,2010-03-29 10:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H01/CRMS0549-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H01/CRMS0549-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0549-H02,29.83232874,-91.8489403304,4.63,2015-10-26 09:00:00,-2.16,2016-12-19 00:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H02/CRMS0549-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H02/CRMS0549-H02.html,Teche/Vermilion,Teche/Vermilion
CRMS0549-H03,29.8338048108,-91.8495340558,5.69,2019-07-14 13:00:00,-1.11,2020-02-07 13:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H03/CRMS0549-H03_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H03/CRMS0549-H03.html,Teche/Vermilion,Teche/Vermilion
CRMS0550-H01,29.7654781395,-91.6970033383,7.55,2019-07-13 21:00:00,-1.984,2010-12-26 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0550-H01/CRMS0550-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0550-H01/CRMS0550-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0551-H01,29.7019320566,-91.540003377,6.81,2020-08-27 12:00:00,-0.74,2007-12-17 19:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0551-H01/CRMS0551-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0551-H01/CRMS0551-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0552-H01,29.7953581953,-92.1355290285,4.052,2012-03-21 11:00:00,-1.518,2011-08-23 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0552-H01/CRMS0552-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0552-H01/CRMS0552-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0552-H02,29.7971587,-92.1361589299,8.36,2020-08-27 10:00:00,-1.17,2018-01-13 05:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0552-H02/CRMS0552-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0552-H02/CRMS0552-H02.html,Teche/Vermilion,Teche/Vermilion
CRMS0553-H01,29.8500059077,-93.0057372528,6.49,2008-09-13 13:00:00,-0.7,2018-06-10 15:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H01/CRMS0553-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H01/CRMS0553-H01.html,Mermentau,Mermentau
CRMS0553-H02,29.8496178911,-93.005611186,2.14,2019-06-06 12:00:00,0.05,2019-04-03 07:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H02/CRMS0553-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H02/CRMS0553-H02.html,Mermentau,Mermentau
CRMS0554-H01,29.829787078,-92.6648173179,3.7070000000000003,2008-09-15 22:00:00,-0.643,2011-06-06 02:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0554-H01/CRMS0554-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0554-H01/CRMS0554-H01.html,Mermentau,Mermentau
CRMS0556-H01,29.9152984552,-92.78717651900001,4.084,2008-09-15 15:00:00,-0.86,2018-08-27 03:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0556-H01/CRMS0556-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0556-H01/CRMS0556-H01.html,Mermentau,Mermentau
CRMS0557-H01,29.9413376917,-92.66730801000001,3.52,2016-08-21 20:00:00,0.32999999999999996,2010-11-09 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0557-H01/CRMS0557-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0557-H01/CRMS0557-H01.html,Mermentau,Mermentau
CRMS0560-H01,29.8506715848,-92.54176995060001,2.87,2016-08-27 15:00:00,-0.9390000000000001,2011-09-01 22:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0560-H01/CRMS0560-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0560-H01/CRMS0560-H01.html,Mermentau,Mermentau
CRMS0562-H01,29.765872047,-92.7615774952,3.088,2013-01-17 19:00:00,-1.202,2011-06-20 22:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0562-H01/CRMS0562-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0562-H01/CRMS0562-H01.html,Mermentau,Mermentau
CRMS0565-H01,29.7988761419,-92.4507959454,3.872,2008-09-16 18:00:00,-0.808,2011-06-20 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0565-H01/CRMS0565-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0565-H01/CRMS0565-H01.html,Mermentau,Mermentau
CRMS0567-H01,29.9026679051,-92.4511087907,2.62,2016-08-24 22:00:00,-0.654,2011-06-04 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0567-H01/CRMS0567-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0567-H01/CRMS0567-H01.html,Mermentau,Mermentau
CRMS0568-H01,29.7844625104,-92.4163044278,4.325,2008-09-14 18:00:00,-0.75,2018-06-18 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0568-H01/CRMS0568-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0568-H01/CRMS0568-H01.html,Mermentau,Mermentau
CRMS0570-H01,29.8006118586,-92.3891906854,5.214,2008-09-16 12:00:00,-0.43,2018-06-19 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0570-H01/CRMS0570-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0570-H01/CRMS0570-H01.html,Mermentau,Mermentau
CRMS0571-H01,29.7095567855,-92.2926694757,6.069000000000001,2008-09-13 02:00:00,0.14900000000000002,2009-03-04 17:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0571-H01/CRMS0571-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0571-H01/CRMS0571-H01.html,Mermentau,Mermentau
CRMS0572-H01,29.7889735033,-92.28910754690001,6.395,2008-09-13 16:00:00,-0.495,2011-05-19 16:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0572-H01/CRMS0572-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0572-H01/CRMS0572-H01.html,Mermentau,Mermentau
CRMS0574-H01,29.7959752768,-92.6348723263,3.736,2008-09-15 21:00:00,-0.32,2018-06-14 00:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0574-H01/CRMS0574-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0574-H01/CRMS0574-H01.html,Mermentau,Mermentau
CRMS0575-H01,29.9319476347,-92.949566573,3.799,2013-01-20 18:00:00,-1.011,2011-07-06 12:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0575-H01/CRMS0575-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0575-H01/CRMS0575-H01.html,Mermentau,Mermentau
CRMS0576-H01,29.5913757985,-92.4805645182,6.526,2008-09-13 07:00:00,-0.12,2015-04-02 22:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0576-H01/CRMS0576-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0576-H01/CRMS0576-H01.html,Mermentau,Mermentau
CRMS0580-H01,29.6065813923,-92.3230939716,6.975,2008-09-13 04:00:00,-0.57,2015-01-27 15:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0580-H01/CRMS0580-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0580-H01/CRMS0580-H01.html,Mermentau,Mermentau
CRMS0581-H01,29.6652195705,-92.7281668672,7.546,2008-09-13 01:00:00,-1.0,2014-05-08 19:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0581-H01/CRMS0581-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0581-H01/CRMS0581-H01.html,Mermentau,Mermentau
CRMS0583-H01,29.8397591778,-92.9169415633,5.26,2020-08-27 15:00:00,-1.4529999999999998,2011-06-22 15:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0583-H01/CRMS0583-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0583-H01/CRMS0583-H01.html,Mermentau,Mermentau
CRMS0584-H01,29.7930746847,-92.8566975882,6.205,2008-09-13 11:00:00,-0.94,2014-02-06 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0584-H01/CRMS0584-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0584-H01/CRMS0584-H01.html,Mermentau,Mermentau
CRMS0584-H02,29.7969359253,-92.8580452749,7.22,2020-08-27 09:00:00,-0.35,2020-04-11 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0584-H02/CRMS0584-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0584-H02/CRMS0584-H02.html,Mermentau,Mermentau
CRMS0587-H01,29.7977866422,-92.9126215826,5.601,2008-09-13 10:00:00,-1.7,2014-07-08 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0587-H01/CRMS0587-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0587-H01/CRMS0587-H01.html,Mermentau,Mermentau
CRMS0588-H01,29.7732731548,-92.8229192293,6.348,2008-09-13 10:00:00,-0.14200000000000002,2010-12-13 19:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0588-H01/CRMS0588-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0588-H01/CRMS0588-H01.html,Mermentau,Mermentau
CRMS0589-H01,29.6569619168,-92.816590078,9.5,2020-08-27 05:00:00,-0.37,2020-04-11 16:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0589-H01/CRMS0589-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0589-H01/CRMS0589-H01.html,Mermentau,Mermentau
CRMS0590-H01,29.9332069318,-92.8275514503,4.64,2020-10-09 23:00:00,-0.702,2011-11-17 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0590-H01/CRMS0590-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0590-H01/CRMS0590-H01.html,Mermentau,Mermentau
CRMS0593-H01,29.9931617358,-92.7610147925,4.277,2013-01-17 04:00:00,-1.0630000000000002,2011-06-04 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0593-H01/CRMS0593-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0593-H01/CRMS0593-H01.html,Mermentau,Mermentau
CRMS0593-H02,29.9931739224,-92.7610166709,4.54,2016-08-19 18:00:00,-0.27,2018-06-05 21:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0593-H02/CRMS0593-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0593-H02/CRMS0593-H02.html,Mermentau,Mermentau
CRMS0595-H01,29.8537063544,-92.6374307618,3.7079999999999997,2008-09-15 22:00:00,-1.14,2017-01-21 20:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0595-H01/CRMS0595-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0595-H01/CRMS0595-H01.html,Mermentau,Mermentau
CRMS0599-H01,29.6100384347,-92.6632073096,9.16,2008-09-12 23:00:00,0.27,2007-12-05 13:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0599-H01/CRMS0599-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0599-H01/CRMS0599-H01.html,Mermentau,Mermentau
CRMS0599-H02,29.6098026394,-92.6630554343,10.51,2020-08-27 06:00:00,-1.26,2015-01-08 16:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0599-H02/CRMS0599-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0599-H02/CRMS0599-H02.html,Mermentau,Mermentau
CRMS0600-H01,29.5768385389,-92.53483950210001,10.84,2020-08-27 05:00:00,-1.67,2018-01-01 12:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0600-H01/CRMS0600-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0600-H01/CRMS0600-H01.html,Mermentau,Mermentau
CRMS0603-H01,29.8018194898,-92.7601054182,4.628,2008-09-14 02:00:00,-0.772,2011-06-20 03:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0603-H01/CRMS0603-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0603-H01/CRMS0603-H01.html,Mermentau,Mermentau
CRMS0604-H01,29.7578477451,-92.7560650464,5.715999999999999,2008-09-13 13:00:00,-0.954,2011-06-20 20:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0604-H01/CRMS0604-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0604-H01/CRMS0604-H01.html,Mermentau,Mermentau
CRMS0604-H02,29.7583277409,-92.7536188009,1.09,2019-10-26 08:00:00,-0.24,2019-12-29 21:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0604-H02/CRMS0604-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0604-H02/CRMS0604-H02.html,Mermentau,Mermentau
CRMS0605-H01,29.8604046734,-92.9156650413,4.633,2008-09-14 12:00:00,-0.10699999999999998,2011-11-21 21:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H01/CRMS0605-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H01/CRMS0605-H01.html,Mermentau,Mermentau
CRMS0605-H02,29.8604204827,-92.9150983928,4.4,2020-08-27 22:00:00,0.45,2019-12-24 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H02/CRMS0605-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H02/CRMS0605-H02.html,Mermentau,Mermentau
CRMS0608-H01,29.6762617697,-92.6712494075,5.46,2020-10-10 06:00:00,-0.804,2011-06-16 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0608-H01/CRMS0608-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0608-H01/CRMS0608-H01.html,Mermentau,Mermentau
CRMS0609-H01,29.6397965777,-92.604045395,5.67,2008-09-13 03:00:00,-0.18,2014-01-24 09:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0609-H01/CRMS0609-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0609-H01/CRMS0609-H01.html,Mermentau,Mermentau
CRMS0610-H01,29.6133258005,-92.6402799008,11.13,2020-08-27 06:00:00,0.65,2018-06-10 13:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0610-H01/CRMS0610-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0610-H01/CRMS0610-H01.html,Mermentau,Mermentau
CRMS0614-H01,29.737061739,-92.8854057592,10.84,2020-08-27 07:00:00,-0.396,2010-05-07 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0614-H01/CRMS0614-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0614-H01/CRMS0614-H01.html,Mermentau,Mermentau
CRMS0615-H01,29.6797736617,-92.8215728248,3.67,2017-06-22 13:00:00,-0.89,2014-04-04 04:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0615-H01/CRMS0615-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0615-H01/CRMS0615-H01.html,Mermentau,Mermentau
CRMS0616-H01,29.7308624657,-92.2612395384,8.776,2008-09-13 04:00:00,-0.124,2011-02-14 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0616-H01/CRMS0616-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0616-H01/CRMS0616-H01.html,Mermentau,Mermentau
CRMS0618-H01,29.7356189586,-92.2582722733,6.34,2020-08-27 11:00:00,-0.6779999999999999,2010-12-19 18:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0618-H01/CRMS0618-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0618-H01/CRMS0618-H01.html,Mermentau,Mermentau
CRMS0619-H01,29.6867478467,-92.2616900864,7.169,2008-09-13 01:00:00,0.369,2009-06-21 13:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/_SUCCESS,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0619-H01/CRMS0619-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0619-H01/CRMS0619-H01.html,Mermentau,Mermentau
